('38', '65')
('38', '824')
('39', '778')
('48', '778')
('65', '170')
('65', '420')
('65', '589')
('65', '778')
('65', '824')
('170', '778')
('170', '824')
('420', '589')
('420', '778')
('420', '824')
('589', '778')
('589', '824')
('778', '824')
('522', '778')
('32', '381')
('39', '340')
('340', '548')
('36', '535')
('38', '1609')
('39', '1609')
('41', '1609')
('110', '170')
('110', '1609')
('170', '1609')
('255', '340')
('255', '535')
('340', '535')
('39', '1629')
('41', '1629')
('48', '1629')
('535', '589')
('535', '1629')
('589', '1629')
('161', '492')
('161', '1198')
('492', '1198')
('32', '105')
('32', '824')
('105', '824')
('32', '36')
('38', '1198')
('39', '1198')
('41', '1198')
('48', '1198')
('89', '161')
('89', '1198')
('570', '1465')
('38', '1343')
('32', '271')
('170', '271')
('110', '978')
('36', '548')
('36', '570')
('38', '570')
('548', '570')
('117', '237')
('117', '310')
('237', '310')
('237', '441')
('237', '550')
('237', '978')
('310', '441')
('310', '550')
('310', '978')
('441', '978')
('550', '978')
('38', '1770')
('38', '1775')
('39', '1770')
('39', '1775')
('123', '1770')
('123', '1775')
('1770', '1775')
('39', '1783')
('48', '1783')
('48', '1770')
('48', '1775')
('475', '1770')
('475', '1775')
('41', '251')
('41', '1814')
('48', '1814')
('110', '201')
('48', '835')
('38', '438')
('41', '438')
('170', '438')
('89', '201')
('89', '359')
('89', '978')
('89', '1435')
('201', '359')
('201', '978')
('201', '1435')
('359', '978')
('359', '1435')
('978', '1435')
('32', '208')
('32', '835')
('39', '835')
('41', '835')
('208', '835')
('237', '359')
('89', '824')
('32', '65')
('65', '475')
('39', '612')
('41', '612')
('65', '956')
('612', '956')
('38', '1327')
('41', '1327')
('89', '170')
('89', '237')
('89', '809')
('89', '1327')
('170', '237')
('170', '809')
('170', '1327')
('237', '809')
('809', '1327')
('32', '809')
('39', '1814')
('41', '359')
('41', '365')
('65', '359')
('65', '365')
('255', '310')
('65', '255')
('37', '89')
('340', '570')
('340', '612')
('570', '612')
('38', '1987')
('170', '1987')
('32', '334')
('334', '589')
('32', '37')
('36', '117')
('36', '550')
('38', '117')
('38', '550')
('117', '123')
('117', '170')
('123', '170')
('123', '340')
('123', '550')
('170', '340')
('170', '550')
('340', '550')
('441', '511')
('36', '1327')
('9', '208')
('9', '310')
('9', '664')
('9', '1198')
('208', '310')
('208', '664')
('208', '1198')
('310', '664')
('310', '1198')
('664', '1198')
('41', '286')
('208', '365')
('208', '570')
('208', '715')
('365', '570')
('365', '715')
('365', '1198')
('570', '715')
('570', '1198')
('715', '1198')
('32', '1435')
('11', '117')
('95', '170')
('48', '185')
('110', '123')
('38', '185')
('38', '1415')
('39', '1415')
('185', '956')
('185', '1415')
('956', '1415')
('441', '1415')
('475', '522')
('65', '95')
('89', '522')
('38', '855')
('39', '855')
('41', '855')
('48', '855')
('824', '855')
('38', '1435')
('89', '310')
('37', '255')
('32', '664')
('32', '855')
('32', '956')
('32', '2225')
('32', '2238')
('38', '664')
('38', '2225')
('38', '2238')
('41', '664')
('41', '2225')
('41', '2238')
('48', '2225')
('48', '2238')
('271', '664')
('271', '855')
('271', '956')
('271', '2225')
('271', '2238')
('664', '855')
('664', '956')
('664', '2225')
('664', '2238')
('855', '956')
('855', '2225')
('855', '2238')
('956', '2225')
('956', '2238')
('2225', '2238')
('39', '2259')
('978', '2259')
('110', '1327')
('170', '310')
('310', '1327')
('570', '606')
('110', '570')
('237', '570')
('32', '286')
('38', '2259')
('48', '2259')
('170', '2259')
('39', '2344')
('41', '2344')
('48', '2344')
('11', '310')
('36', '65')
('36', '1198')
('36', '2351')
('38', '2351')
('39', '2351')
('41', '2351')
('48', '2351')
('65', '310')
('65', '2351')
('255', '589')
('255', '1198')
('255', '2351')
('310', '589')
('310', '2351')
('589', '1198')
('589', '2351')
('1198', '2351')
('225', '242')
('48', '1415')
('522', '1415')
('778', '1415')
('475', '855')
('475', '1629')
('855', '1629')
('1198', '1814')
('170', '570')
('39', '2238')
('271', '789')
('36', '170')
('95', '441')
('95', '1198')
('441', '1198')
('381', '1327')
('36', '511')
('39', '2225')
('225', '271')
('225', '2225')
('117', '606')
('117', '855')
('550', '606')
('550', '855')
('606', '855')
('438', '2225')
('110', '208')
('110', '475')
('208', '475')
('38', '1783')
('664', '1327')
('110', '855')
('548', '1327')
('286', '381')
('36', '2225')
('41', '186')
('65', '271')
('65', '340')
('271', '340')
('11', '664')
('41', '201')
('201', '225')
('225', '1198')
('123', '824')
('1198', '1327')
('1198', '1435')
('1327', '1435')
('41', '522')
('65', '117')
('117', '522')
('251', '492')
('251', '522')
('492', '522')
('225', '548')
('32', '492')
('492', '548')
('492', '664')
('548', '664')
('201', '255')
('201', '1327')
('255', '1327')
('37', '855')
('117', '1198')
('170', '1198')
('32', '123')
('123', '548')
('237', '548')
('32', '55')
('32', '1327')
('32', '2344')
('38', '2344')
('55', '664')
('55', '1327')
('55', '2344')
('664', '2344')
('1327', '2344')
('65', '1327')
('301', '1327')
('32', '2636')
('48', '2636')
('824', '2636')
('522', '589')
('32', '1609')
('65', '1609')
('511', '1327')
('9', '521')
('570', '1814')
('89', '2238')
('511', '855')
('41', '334')
('170', '334')
('334', '438')
('271', '824')
('271', '310')
('41', '1775')
('89', '1775')
('1327', '1775')
('9', '32')
('9', '242')
('32', '242')
('570', '664')
('381', '521')
('36', '286')
('286', '441')
('286', '809')
('11', '38')
('11', '475')
('11', '809')
('11', '2800')
('38', '2800')
('39', '2800')
('41', '2800')
('48', '2800')
('89', '475')
('89', '664')
('89', '2800')
('475', '664')
('475', '809')
('475', '2800')
('664', '809')
('664', '2800')
('809', '2800')
('110', '438')
('39', '871')
('39', '2812')
('48', '871')
('48', '2812')
('871', '2812')
('123', '871')
('123', '2812')
('255', '871')
('255', '2812')
('65', '664')
('201', '589')
('589', '664')
('37', '65')
('32', '522')
('36', '334')
('36', '438')
('334', '2225')
('438', '550')
('186', '550')
('41', '2812')
('32', '161')
('32', '438')
('37', '161')
('37', '438')
('161', '438')
('32', '1229')
('123', '1229')
('255', '824')
('117', '1327')
('612', '664')
('612', '1327')
('11', '209')
('209', '475')
('438', '475')
('48', '978')
('978', '2344')
('438', '589')
('32', '606')
('606', '809')
('606', '1327')
('255', '2225')
('1327', '2225')
('123', '334')
('123', '2800')
('334', '1327')
('334', '2800')
('1327', '2800')
('11', '32')
('11', '1327')
('789', '1327')
('9', '438')
('208', '589')
('41', '2259')
('32', '359')
('258', '359')
('38', '3005')
('39', '3005')
('95', '664')
('286', '664')
('117', '548')
('237', '664')
('38', '251')
('251', '271')
('612', '778')
('117', '334')
('334', '550')
('550', '1327')
('39', '1343')
('1327', '1343')
('65', '237')
('310', '570')
('39', '1987')
('41', '1987')
('48', '1987')
('255', '1987')
('570', '809')
('570', '1987')
('809', '1198')
('809', '1987')
('1198', '1987')
('365', '606')
('65', '809')
('65', '1987')
('1327', '1987')
('301', '789')
('170', '2344')
('824', '2344')
('123', '301')
('956', '1327')
('55', '170')
('55', '225')
('38', '522')
('55', '286')
('55', '522')
('286', '522')
('310', '956')
('522', '956')
('65', '570')
('185', '255')
('185', '310')
('237', '522')
('89', '589')
('225', '855')
('32', '225')
('55', '310')
('36', '110')
