('48', '413')
('48', '414')
('48', '416')
('48', '420')
('48', '422')
('89', '101')
('89', '179')
('89', '186')
('89', '258')
('89', '340')
('89', '413')
('89', '414')
('89', '416')
('89', '420')
('89', '422')
('101', '179')
('101', '186')
('101', '258')
('101', '340')
('101', '413')
('101', '414')
('101', '416')
('101', '420')
('101', '422')
('179', '186')
('179', '258')
('179', '340')
('179', '413')
('179', '414')
('179', '416')
('179', '420')
('179', '422')
('186', '258')
('186', '340')
('186', '413')
('186', '414')
('186', '416')
('186', '420')
('186', '422')
('258', '340')
('258', '413')
('258', '414')
('258', '416')
('258', '420')
('258', '422')
('340', '413')
('340', '414')
('340', '416')
('340', '420')
('340', '422')
('413', '414')
('413', '416')
('413', '420')
('413', '422')
('414', '416')
('414', '420')
('414', '422')
('416', '420')
('416', '422')
('420', '422')
('39', '48')
('39', '433')
('39', '48')
('39', '65')
('39', '438')
('48', '65')
('48', '438')
('65', '438')
('15', '36')
('15', '38')
('15', '48')
('15', '123')
('15', '291')
('15', '331')
('15', '337')
('15', '390')
('15', '441')
('36', '38')
('36', '48')
('36', '123')
('36', '291')
('36', '331')
('36', '337')
('36', '390')
('36', '441')
('38', '48')
('38', '123')
('38', '291')
('38', '331')
('38', '337')
('38', '390')
('38', '441')
('48', '123')
('48', '291')
('48', '331')
('48', '337')
('48', '390')
('48', '441')
('123', '291')
('123', '331')
('123', '337')
('123', '390')
('123', '441')
('291', '331')
('291', '337')
('291', '390')
('291', '441')
('331', '337')
('331', '390')
('331', '441')
('337', '390')
('337', '441')
('390', '441')
('37', '38')
('37', '48')
('37', '147')
('37', '464')
('38', '48')
('38', '147')
('38', '464')
('48', '147')
('48', '464')
('147', '464')
('39', '48')
('39', '475')
('48', '475')
('39', '41')
('39', '161')
('32', '39')
('32', '41')
('32', '48')
('32', '152')
('32', '237')
('32', '396')
('39', '41')
('39', '48')
('39', '152')
('39', '237')
('39', '396')
('41', '48')
('41', '152')
('41', '237')
('41', '396')
('48', '152')
('48', '237')
('48', '396')
('152', '237')
('152', '396')
('237', '396')
('38', '39')
('38', '41')
('38', '105')
('38', '110')
('39', '41')
('39', '105')
('39', '110')
('41', '105')
('41', '110')
('105', '110')
('60', '381')
('11', '39')
('11', '48')
('11', '255')
('11', '491')
('11', '492')
('11', '493')
('39', '48')
('39', '255')
('39', '491')
('39', '492')
('39', '493')
('48', '255')
('48', '491')
('48', '492')
('48', '493')
('255', '491')
('255', '492')
('255', '493')
('491', '492')
('491', '493')
('492', '493')
('41', '110')
('32', '38')
('32', '39')
('32', '48')
('32', '170')
('32', '178')
('38', '39')
('38', '48')
('38', '170')
('38', '178')
('39', '48')
('39', '170')
('39', '178')
('48', '170')
('48', '178')
('170', '178')
('38', '41')
('38', '504')
('41', '504')
('225', '347')
('225', '505')
('225', '511')
('347', '505')
('347', '511')
('505', '511')
('38', '39')
('38', '41')
('38', '48')
('38', '170')
('38', '225')
('38', '270')
('39', '41')
('39', '48')
('39', '170')
('39', '225')
('39', '270')
('41', '48')
('41', '170')
('41', '225')
('41', '270')
('48', '170')
('48', '225')
('48', '270')
('170', '225')
('170', '270')
('225', '270')
('39', '48')
('38', '39')
('38', '281')
('39', '281')
('310', '521')
('310', '522')
('521', '522')
('48', '310')
('48', '416')
('48', '521')
('48', '522')
('310', '416')
('310', '521')
('310', '522')
('416', '521')
('416', '522')
('521', '522')
('38', '39')
('38', '110')
('39', '110')
('38', '47')
('38', '48')
('38', '89')
('38', '258')
('38', '338')
('38', '365')
('38', '533')
('38', '535')
('38', '543')
('38', '544')
('47', '48')
('47', '89')
('47', '258')
('47', '338')
('47', '365')
('47', '533')
('47', '535')
('47', '543')
('47', '544')
('48', '89')
('48', '258')
('48', '338')
('48', '365')
('48', '533')
('48', '535')
('48', '543')
('48', '544')
('89', '258')
('89', '338')
('89', '365')
('89', '533')
('89', '535')
('89', '543')
('89', '544')
('258', '338')
('258', '365')
('258', '533')
('258', '535')
('258', '543')
('258', '544')
('338', '365')
('338', '533')
('338', '535')
('338', '543')
('338', '544')
('365', '533')
('365', '535')
('365', '543')
('365', '544')
('533', '535')
('533', '543')
('533', '544')
('535', '543')
('535', '544')
('543', '544')
('39', '48')
('39', '264')
('39', '548')
('48', '264')
('48', '548')
('264', '548')
('39', '48')
('39', '550')
('39', '552')
('48', '550')
('48', '552')
('550', '552')
('32', '39')
('32', '41')
('32', '48')
('32', '89')
('32', '255')
('32', '357')
('32', '491')
('32', '552')
('32', '570')
('39', '41')
('39', '48')
('39', '89')
('39', '255')
('39', '357')
('39', '491')
('39', '552')
('39', '570')
('41', '48')
('41', '89')
('41', '255')
('41', '357')
('41', '491')
('41', '552')
('41', '570')
('48', '89')
('48', '255')
('48', '357')
('48', '491')
('48', '552')
('48', '570')
('89', '255')
('89', '357')
('89', '491')
('89', '552')
('89', '570')
('255', '357')
('255', '491')
('255', '552')
('255', '570')
('357', '491')
('357', '552')
('357', '570')
('491', '552')
('491', '570')
('552', '570')
('38', '170')
('38', '201')
('38', '571')
('170', '201')
('170', '571')
('201', '571')
('39', '41')
('39', '48')
('39', '572')
('41', '48')
('41', '572')
('48', '572')
('38', '39')
('38', '161')
('38', '281')
('39', '161')
('39', '281')
('161', '281')
('36', '38')
('36', '48')
('36', '78')
('36', '155')
('36', '578')
('36', '589')
('38', '48')
('38', '78')
('38', '155')
('38', '578')
('38', '589')
('48', '78')
('48', '155')
('48', '578')
('48', '589')
('78', '155')
('78', '578')
('78', '589')
('155', '578')
('155', '589')
('578', '589')
('39', '48')
('39', '592')
('39', '597')
('39', '598')
('48', '592')
('48', '597')
('48', '598')
('592', '597')
('592', '598')
('597', '598')
('39', '178')
('38', '39')
('38', '170')
('38', '604')
('38', '606')
('39', '170')
('39', '604')
('39', '606')
('170', '604')
('170', '606')
('604', '606')
('548', '612')
('548', '618')
('548', '622')
('548', '623')
('612', '618')
('612', '622')
('612', '623')
('618', '622')
('618', '623')
('622', '623')
('39', '48')
('39', '41')
('39', '48')
('39', '475')
('41', '48')
('41', '475')
('48', '475')
('39', '48')
('38', '39')
('38', '41')
('38', '48')
('38', '89')
('38', '110')
('38', '637')
('39', '41')
('39', '48')
('39', '89')
('39', '110')
('39', '637')
('41', '48')
('41', '89')
('41', '110')
('41', '637')
('48', '89')
('48', '110')
('48', '637')
('89', '110')
('89', '637')
('110', '637')
('38', '48')
('38', '170')
('38', '242')
('38', '255')
('38', '389')
('38', '604')
('38', '643')
('38', '645')
('38', '647')
('48', '170')
('48', '242')
('48', '255')
('48', '389')
('48', '604')
('48', '643')
('48', '645')
('48', '647')
('170', '242')
('170', '255')
('170', '389')
('170', '604')
('170', '643')
('170', '645')
('170', '647')
('242', '255')
('242', '389')
('242', '604')
('242', '643')
('242', '645')
('242', '647')
('255', '389')
('255', '604')
('255', '643')
('255', '645')
('255', '647')
('389', '604')
('389', '643')
('389', '645')
('389', '647')
('604', '643')
('604', '645')
('604', '647')
('643', '645')
('643', '647')
('645', '647')
('36', '38')
('36', '39')
('36', '271')
('38', '39')
('38', '271')
('39', '271')
('39', '89')
('39', '186')
('39', '543')
('39', '649')
('39', '651')
('89', '186')
('89', '543')
('89', '649')
('89', '651')
('186', '543')
('186', '649')
('186', '651')
('543', '649')
('543', '651')
('649', '651')
('41', '511')
('39', '48')
('39', '48')
('39', '201')
('39', '664')
('39', '675')
('48', '201')
('48', '664')
('48', '675')
('201', '664')
('201', '675')
('664', '675')
('39', '41')
('39', '677')
('41', '677')
('39', '365')
('39', '41')
('39', '48')
('39', '357')
('39', '692')
('41', '48')
('41', '357')
('41', '692')
('48', '357')
('48', '692')
('357', '692')
('37', '38')
('37', '39')
('37', '48')
('37', '694')
('38', '39')
('38', '48')
('38', '694')
('39', '48')
('39', '694')
('48', '694')
('32', '39')
('32', '533')
('39', '533')
('39', '578')
('39', '597')
('578', '597')
('39', '155')
('39', '338')
('155', '338')
('37', '38')
('37', '39')
('37', '41')
('37', '48')
('37', '170')
('37', '433')
('37', '715')
('37', '716')
('38', '39')
('38', '41')
('38', '48')
('38', '170')
('38', '433')
('38', '715')
('38', '716')
('39', '41')
('39', '48')
('39', '170')
('39', '433')
('39', '715')
('39', '716')
('41', '48')
('41', '170')
('41', '433')
('41', '715')
('41', '716')
('48', '170')
('48', '433')
('48', '715')
('48', '716')
('170', '433')
('170', '715')
('170', '716')
('433', '715')
('433', '716')
('715', '716')
('39', '48')
('19', '36')
('19', '38')
('19', '39')
('19', '41')
('19', '48')
('19', '543')
('19', '723')
('19', '727')
('19', '730')
('19', '740')
('36', '38')
('36', '39')
('36', '41')
('36', '48')
('36', '543')
('36', '723')
('36', '727')
('36', '730')
('36', '740')
('38', '39')
('38', '41')
('38', '48')
('38', '543')
('38', '723')
('38', '727')
('38', '730')
('38', '740')
('39', '41')
('39', '48')
('39', '543')
('39', '723')
('39', '727')
('39', '730')
('39', '740')
('41', '48')
('41', '543')
('41', '723')
('41', '727')
('41', '730')
('41', '740')
('48', '543')
('48', '723')
('48', '727')
('48', '730')
('48', '740')
('543', '723')
('543', '727')
('543', '730')
('543', '740')
('723', '727')
('723', '730')
('723', '740')
('727', '730')
('727', '740')
('730', '740')
('41', '48')
('9', '39')
('9', '41')
('39', '41')
('9', '715')
('9', '749')
('715', '749')
('39', '48')
('39', '649')
('39', '757')
('48', '649')
('48', '757')
('649', '757')
('209', '242')
('209', '618')
('209', '637')
('209', '651')
('209', '766')
('242', '618')
('242', '637')
('242', '651')
('242', '766')
('618', '637')
('618', '651')
('618', '766')
('637', '651')
('637', '766')
('651', '766')
('39', '41')
('38', '286')
('38', '359')
('286', '359')
('38', '110')
('19', '39')
('19', '420')
('19', '772')
('39', '420')
('39', '772')
('420', '772')
('39', '48')
('37', '38')
('37', '110')
('37', '334')
('37', '778')
('38', '110')
('38', '334')
('38', '778')
('110', '334')
('110', '778')
('334', '778')
('11', '39')
('11', '41')
('11', '48')
('11', '67')
('11', '225')
('11', '278')
('11', '789')
('39', '41')
('39', '48')
('39', '67')
('39', '225')
('39', '278')
('39', '789')
('41', '48')
('41', '67')
('41', '225')
('41', '278')
('41', '789')
('48', '67')
('48', '225')
('48', '278')
('48', '789')
('67', '225')
('67', '278')
('67', '789')
('225', '278')
('225', '789')
('278', '789')
('38', '39')
('38', '41')
('39', '41')
('38', '39')
('38', '48')
('38', '286')
('39', '48')
('39', '286')
('48', '286')
('38', '39')
('38', '41')
('38', '47')
('38', '48')
('38', '441')
('38', '622')
('38', '649')
('38', '798')
('38', '803')
('38', '805')
('39', '41')
('39', '47')
('39', '48')
('39', '441')
('39', '622')
('39', '649')
('39', '798')
('39', '803')
('39', '805')
('41', '47')
('41', '48')
('41', '441')
('41', '622')
('41', '649')
('41', '798')
('41', '803')
('41', '805')
('47', '48')
('47', '441')
('47', '622')
('47', '649')
('47', '798')
('47', '803')
('47', '805')
('48', '441')
('48', '622')
('48', '649')
('48', '798')
('48', '803')
('48', '805')
('441', '622')
('441', '649')
('441', '798')
('441', '803')
('441', '805')
('622', '649')
('622', '798')
('622', '803')
('622', '805')
('649', '798')
('649', '803')
('649', '805')
('798', '803')
('798', '805')
('803', '805')
('48', '806')
('38', '41')
('38', '170')
('38', '420')
('41', '170')
('41', '420')
('170', '420')
('38', '286')
('39', '41')
('39', '48')
('39', '809')
('41', '48')
('41', '809')
('48', '809')
('32', '41')
('32', '420')
('41', '420')
('39', '48')
('39', '89')
('48', '89')
('39', '48')
('39', '65')
('39', '730')
('48', '65')
('48', '730')
('65', '730')
('32', '39')
('39', '41')
('39', '806')
('41', '806')
('39', '48')
('39', '179')
('39', '570')
('39', '572')
('39', '649')
('39', '723')
('39', '824')
('48', '179')
('48', '570')
('48', '572')
('48', '649')
('48', '723')
('48', '824')
('179', '570')
('179', '572')
('179', '649')
('179', '723')
('179', '824')
('570', '572')
('570', '649')
('570', '723')
('570', '824')
('572', '649')
('572', '723')
('572', '824')
('649', '723')
('649', '824')
('723', '824')
('36', '38')
('36', '492')
('36', '740')
('36', '835')
('38', '492')
('38', '740')
('38', '835')
('492', '740')
('492', '835')
('740', '835')
('48', '798')
('9', '39')
('9', '48')
('9', '809')
('39', '48')
('39', '809')
('48', '809')
('9', '38')
('9', '39')
('9', '170')
('9', '851')
('38', '39')
('38', '170')
('38', '851')
('39', '170')
('39', '851')
('170', '851')
('39', '41')
('39', '48')
('41', '48')
('237', '855')
('237', '856')
('855', '856')
('39', '48')
('39', '522')
('39', '535')
('39', '859')
('48', '522')
('48', '535')
('48', '859')
('522', '535')
('522', '859')
('535', '859')
('39', '48')
('39', '48')
('39', '359')
('48', '359')
('38', '39')
('38', '48')
('38', '110')
('38', '161')
('39', '48')
('39', '110')
('39', '161')
('48', '110')
('48', '161')
('110', '161')
('441', '645')
('441', '871')
('441', '877')
('441', '878')
('441', '885')
('645', '871')
('645', '877')
('645', '878')
('645', '885')
('871', '877')
('871', '878')
('871', '885')
('877', '878')
('877', '885')
('878', '885')
('39', '41')
('39', '161')
('39', '259')
('41', '161')
('41', '259')
('161', '259')
('39', '48')
('39', '798')
('39', '859')
('48', '798')
('48', '859')
('798', '859')
('39', '48')
('39', '101')
('39', '249')
('39', '255')
('39', '278')
('39', '441')
('39', '479')
('39', '809')
('48', '101')
('48', '249')
('48', '255')
('48', '278')
('48', '441')
('48', '479')
('48', '809')
('101', '249')
('101', '255')
('101', '278')
('101', '441')
('101', '479')
('101', '809')
('249', '255')
('249', '278')
('249', '441')
('249', '479')
('249', '809')
('255', '278')
('255', '441')
('255', '479')
('255', '809')
('278', '441')
('278', '479')
('278', '809')
('441', '479')
('441', '809')
('479', '809')
('48', '65')
('48', '913')
('65', '913')
('38', '39')
('38', '48')
('38', '170')
('39', '48')
('39', '170')
('48', '170')
('31', '39')
('31', '41')
('31', '916')
('39', '41')
('39', '916')
('41', '916')
('32', '38')
('32', '39')
('32', '41')
('32', '47')
('32', '209')
('32', '390')
('32', '422')
('32', '441')
('32', '645')
('32', '877')
('32', '922')
('32', '926')
('32', '927')
('38', '39')
('38', '41')
('38', '47')
('38', '209')
('38', '390')
('38', '422')
('38', '441')
('38', '645')
('38', '877')
('38', '922')
('38', '926')
('38', '927')
('39', '41')
('39', '47')
('39', '209')
('39', '390')
('39', '422')
('39', '441')
('39', '645')
('39', '877')
('39', '922')
('39', '926')
('39', '927')
('41', '47')
('41', '209')
('41', '390')
('41', '422')
('41', '441')
('41', '645')
('41', '877')
('41', '922')
('41', '926')
('41', '927')
('47', '209')
('47', '390')
('47', '422')
('47', '441')
('47', '645')
('47', '877')
('47', '922')
('47', '926')
('47', '927')
('209', '390')
('209', '422')
('209', '441')
('209', '645')
('209', '877')
('209', '922')
('209', '926')
('209', '927')
('390', '422')
('390', '441')
('390', '645')
('390', '877')
('390', '922')
('390', '926')
('390', '927')
('422', '441')
('422', '645')
('422', '877')
('422', '922')
('422', '926')
('422', '927')
('441', '645')
('441', '877')
('441', '922')
('441', '926')
('441', '927')
('645', '877')
('645', '922')
('645', '926')
('645', '927')
('877', '922')
('877', '926')
('877', '927')
('922', '926')
('922', '927')
('926', '927')
('32', '48')
('32', '270')
('32', '511')
('48', '270')
('48', '511')
('270', '511')
('32', '38')
('32', '39')
('32', '41')
('32', '170')
('32', '178')
('32', '511')
('32', '589')
('32', '940')
('38', '39')
('38', '41')
('38', '170')
('38', '178')
('38', '511')
('38', '589')
('38', '940')
('39', '41')
('39', '170')
('39', '178')
('39', '511')
('39', '589')
('39', '940')
('41', '170')
('41', '178')
('41', '511')
('41', '589')
('41', '940')
('170', '178')
('170', '511')
('170', '589')
('170', '940')
('178', '511')
('178', '589')
('178', '940')
('511', '589')
('511', '940')
('589', '940')
('39', '48')
('38', '39')
('38', '48')
('38', '286')
('39', '48')
('39', '286')
('48', '286')
('39', '41')
('39', '606')
('39', '956')
('39', '958')
('41', '606')
('41', '956')
('41', '958')
('606', '956')
('606', '958')
('956', '958')
('39', '41')
('39', '48')
('41', '48')
('9', '48')
('9', '606')
('9', '789')
('48', '606')
('48', '789')
('606', '789')
('39', '269')
('32', '41')
('32', '117')
('32', '185')
('32', '340')
('32', '533')
('32', '927')
('32', '973')
('32', '976')
('32', '978')
('41', '117')
('41', '185')
('41', '340')
('41', '533')
('41', '927')
('41', '973')
('41', '976')
('41', '978')
('117', '185')
('117', '340')
('117', '533')
('117', '927')
('117', '973')
('117', '976')
('117', '978')
('185', '340')
('185', '533')
('185', '927')
('185', '973')
('185', '976')
('185', '978')
('340', '533')
('340', '927')
('340', '973')
('340', '976')
('340', '978')
('533', '927')
('533', '973')
('533', '976')
('533', '978')
('927', '973')
('927', '976')
('927', '978')
('973', '976')
('973', '978')
('976', '978')
('65', '185')
('65', '535')
('65', '612')
('65', '730')
('65', '913')
('65', '916')
('65', '989')
('65', '1000')
('65', '1004')
('185', '535')
('185', '612')
('185', '730')
('185', '913')
('185', '916')
('185', '989')
('185', '1000')
('185', '1004')
('535', '612')
('535', '730')
('535', '913')
('535', '916')
('535', '989')
('535', '1000')
('535', '1004')
('612', '730')
('612', '913')
('612', '916')
('612', '989')
('612', '1000')
('612', '1004')
('730', '913')
('730', '916')
('730', '989')
('730', '1000')
('730', '1004')
('913', '916')
('913', '989')
('913', '1000')
('913', '1004')
('916', '989')
('916', '1000')
('916', '1004')
('989', '1000')
('989', '1004')
('1000', '1004')
('39', '389')
('39', '989')
('389', '989')
('39', '41')
('39', '48')
('39', '715')
('41', '48')
('41', '715')
('48', '715')
('65', '101')
('65', '178')
('65', '282')
('65', '301')
('65', '623')
('65', '803')
('65', '806')
('101', '178')
('101', '282')
('101', '301')
('101', '623')
('101', '803')
('101', '806')
('178', '282')
('178', '301')
('178', '623')
('178', '803')
('178', '806')
('282', '301')
('282', '623')
('282', '803')
('282', '806')
('301', '623')
('301', '803')
('301', '806')
('623', '803')
('623', '806')
('803', '806')
('39', '48')
('39', '237')
('48', '237')
('38', '110')
('38', '237')
('38', '249')
('38', '493')
('38', '589')
('38', '604')
('38', '675')
('38', '1031')
('110', '237')
('110', '249')
('110', '493')
('110', '589')
('110', '604')
('110', '675')
('110', '1031')
('237', '249')
('237', '493')
('237', '589')
('237', '604')
('237', '675')
('237', '1031')
('249', '493')
('249', '589')
('249', '604')
('249', '675')
('249', '1031')
('493', '589')
('493', '604')
('493', '675')
('493', '1031')
('589', '604')
('589', '675')
('589', '1031')
('604', '675')
('604', '1031')
('675', '1031')
('39', '48')
('39', '200')
('39', '259')
('39', '282')
('39', '359')
('39', '365')
('39', '396')
('39', '589')
('48', '200')
('48', '259')
('48', '282')
('48', '359')
('48', '365')
('48', '396')
('48', '589')
('200', '259')
('200', '282')
('200', '359')
('200', '365')
('200', '396')
('200', '589')
('259', '282')
('259', '359')
('259', '365')
('259', '396')
('259', '589')
('282', '359')
('282', '365')
('282', '396')
('282', '589')
('359', '365')
('359', '396')
('359', '589')
('365', '396')
('365', '589')
('396', '589')
('39', '41')
('39', '48')
('39', '533')
('41', '48')
('41', '533')
('48', '533')
('38', '39')
('38', '249')
('38', '371')
('38', '740')
('39', '249')
('39', '371')
('39', '740')
('249', '371')
('249', '740')
('371', '740')
('48', '571')
('48', '803')
('48', '1031')
('48', '1062')
('571', '803')
('571', '1031')
('571', '1062')
('803', '1031')
('803', '1062')
('1031', '1062')
('32', '38')
('32', '48')
('32', '170')
('32', '186')
('32', '365')
('32', '413')
('32', '475')
('32', '548')
('38', '48')
('38', '170')
('38', '186')
('38', '365')
('38', '413')
('38', '475')
('38', '548')
('48', '170')
('48', '186')
('48', '365')
('48', '413')
('48', '475')
('48', '548')
('170', '186')
('170', '365')
('170', '413')
('170', '475')
('170', '548')
('186', '365')
('186', '413')
('186', '475')
('186', '548')
('365', '413')
('365', '475')
('365', '548')
('413', '475')
('413', '548')
('475', '548')
('48', '101')
('48', '242')
('48', '571')
('101', '242')
('101', '571')
('242', '571')
('39', '48')
('39', '255')
('39', '493')
('48', '255')
('48', '493')
('255', '493')
('38', '39')
('38', '48')
('38', '504')
('39', '48')
('39', '504')
('48', '504')
('39', '41')
('39', '48')
('39', '956')
('39', '1031')
('41', '48')
('41', '956')
('41', '1031')
('48', '956')
('48', '1031')
('956', '1031')
('38', '170')
('38', '885')
('170', '885')
('39', '48')
('39', '1105')
('48', '1105')
('38', '39')
('38', '48')
('38', '170')
('39', '48')
('39', '170')
('48', '170')
('38', '39')
('38', '41')
('38', '390')
('39', '41')
('39', '390')
('41', '390')
('38', '39')
('38', '41')
('38', '105')
('38', '208')
('38', '535')
('38', '1121')
('39', '41')
('39', '105')
('39', '208')
('39', '535')
('39', '1121')
('41', '105')
('41', '208')
('41', '535')
('41', '1121')
('105', '208')
('105', '535')
('105', '1121')
('208', '535')
('208', '1121')
('535', '1121')
('39', '41')
('39', '48')
('39', '1000')
('41', '48')
('41', '1000')
('48', '1000')
('32', '612')
('32', '976')
('32', '1135')
('612', '976')
('612', '1135')
('976', '1135')
('39', '249')
('39', '1139')
('39', '1144')
('249', '1139')
('249', '1144')
('1139', '1144')
('39', '48')
('39', '48')
('39', '155')
('39', '766')
('39', '1062')
('39', '1145')
('48', '155')
